9	10
28	54
9	63
36	65
21	68
61	79
3	84
141	142
68	146
4	147
68	147
69	147
20	148
78	150
15	152
119	153
57	159
175	176
9	181
115	181
92	187
88	189
187	192
60	193
76	193
23	203
121	214
119	219
153	219
71	224
225	239
67	242
201	243
176	253
56	268
21	271
147	271
148	271
31	273
8	274
147	274
271	274
260	278
239	283
225	286
12	287
116	287
187	287
33	291
273	301
189	303
73	316
14	331
235	335
187	339
192	350
141	354
340	366
239	374
119	377
314	382
165	386
3	392
84	392
293	395
374	400
372	401
189	406
175	409
176	409
133	417
383	417
235	425
335	425
388	426
412	429
112	430
424	432
98	439
354	439
439	440
9	443
26	443
442	443
77	445
388	450
15	460
175	460
176	460
270	460
121	462
190	465
443	465
223	472
389	477
140	483
217	493
277	500
81	506
481	510
481	511
35	515
151	517
385	520
416	521
229	522
172	527
417	529
287	533
328	534
204	535
435	536
525	538
159	540
180	540
505	540
538	541
342	542
175	550
175	551
550	551
12	552
289	554
314	555
515	559
116	567
423	571
30	576
53	577
534	579
96	582
372	582
318	583
241	585
273	586
185	588
239	593
103	595
189	596
507	597
475	603
563	620
400	621
204	622
535	622
3	625
48	625
84	625
392	625
198	626
406	629
562	632
135	633
524	633
77	634
421	634
445	634
220	635
42	636
439	636
632	638
366	642
533	642
51	643
469	644
636	649
610	653
221	655
1	658
64	661
245	662
595	662
180	665
540	665
60	668
590	668
519	677
187	680
225	682
515	683
393	685
54	689
187	690
192	690
258	693
387	695
409	695
632	695
340	699
366	699
233	700
417	702
694	706
543	711
385	717
620	720
85	721
32	726
42	726
137	730
326	734
225	740
51	744
643	744
374	753
402	753
421	753
632	753
103	754
595	754
423	759
571	759
202	765
213	767
466	768
51	777
643	777
744	777
310	778
3	780
119	781
206	782
120	785
779	785
120	786
785	786
632	787
108	790
204	793
535	793
622	793
257	795
452	795
156	800
532	806
176	808
460	808
48	810
625	810
39	814
51	814
643	814
744	814
777	814
816	817
51	823
643	823
744	823
777	823
814	823
540	824
588	824
804	824
163	833
5	835
579	837
187	840
409	842
272	846
192	851
104	854
359	854
779	855
310	860
820	863
602	866
26	867
190	867
465	867
824	867
854	870
412	872
427	872
429	872
129	873
775	873
9	874
10	874
24	875
63	875
128	875
772	876
148	877
286	877
409	877
204	879
535	879
622	879
793	879
158	880
483	880
